,index,batter_name,pitcher_name,matchup_score,isStarter,pitcher_team
204,283,"Suarez, Eugenio","Duffey, Tyler",-0.0348697682229318,False,MIN
205,284,"France, Ty","Duffey, Tyler",0.034597237907398846,False,MIN
206,285,"Crawford, J. P.","Duffey, Tyler",-0.014883409204024457,False,MIN
207,286,"Winker, Jesse","Duffey, Tyler",0.021372329520319054,False,MIN
208,287,,"Duffey, Tyler",0.06517967943739177,False,MIN
209,288,"Buxton, Byron","Romo, Sergio",-0.05166330582729461,False,SEA
210,290,"Sanchez, Gary","Romo, Sergio",-0.046273496041464475,False,SEA
211,292,"Jeffers, Ryan","Romo, Sergio",-0.12608962367799298,False,SEA
212,294,"Kepler, Max","Romo, Sergio",-0.05350718351186602,False,SEA
213,296,,"Bundy, Dylan",0.007138946463352956,True,MIN
214,297,"Haniger, Mitch","Bundy, Dylan",0.018064330832279263,True,MIN
215,298,"Toro, Abraham","Bundy, Dylan",-0.10223256874427845,True,MIN
216,299,"Raleigh, Cal","Bundy, Dylan",0.017272485234813107,True,MIN
217,301,"Frazier, Adam","Bundy, Dylan",-0.09532195679551289,True,MIN
218,302,"Winker, Jesse","Bundy, Dylan",0.07163555017686746,True,MIN
219,303,"Crawford, J. P.","Bundy, Dylan",-0.11388510411364848,True,MIN
220,306,"France, Ty","Bundy, Dylan",0.0007077112838703064,True,MIN
221,308,"Suarez, Eugenio","Bundy, Dylan",-0.013219225464073805,True,MIN
222,311,"Gregorius, Didi","Lugo, Seth",0.013237159387423543,False,NYM
223,312,"Hernandez, Cesar","Lugo, Seth",0.007979532968816594,False,NYM
224,313,"Soto, Juan","Lugo, Seth",0.007520413985452329,False,NYM
225,314,"Hoskins, Rhys","Lugo, Seth",0.051611155805225906,False,NYM
226,315,"Cruz, Nelson","Lugo, Seth",-0.08993009295585233,False,NYM
227,318,"Swanson, Dansby","Murphy, Patrick",-0.06816513154753748,False,WSH
228,320,"Duvall, Adam","Murphy, Patrick",0.12133875289147392,False,WSH
229,322,"McCann, James","Murphy, Patrick",-0.049634211757688486,False,WSH
230,324,"Rosario, Eddie","Murphy, Patrick",-0.03212939356894139,False,WSH
231,326,"Ozuna, Marcell","Murphy, Patrick",0.04973122608636171,False,WSH
232,328,"Cano, Robinson","Murphy, Patrick",0.10912314363883892,False,WSH
233,330,"Marte, Starling","Murphy, Patrick",-0.07656588409249994,False,WSH
234,332,"McNeil, Jeff","Murphy, Patrick",-0.03758403266149808,False,WSH
235,334,"Canha, Mark","Murphy, Patrick",0.1445792264432526,False,WSH
236,338,"Alonso, Pete","Murphy, Patrick",0.014090951737149585,False,WSH
237,340,"Ozuna, Marcell","Arano, Victor",-0.05636622012879667,False,WSH
238,341,"Davis, J. D.","Arano, Victor",-0.03472672311700404,False,WSH
239,342,"Nido, Tomas","Arano, Victor",-0.015577181962817339,False,WSH
240,343,"McNeil, Jeff","Arano, Victor",-0.006898620357363546,False,WSH
241,344,"Guillorme, Luis","Arano, Victor",0.015057035779082791,False,WSH
242,345,"Duvall, Adam","Arano, Victor",-0.0372379771915473,False,WSH
243,346,"Canha, Mark","Arano, Victor",0.035510426384811236,False,WSH
244,347,"Marte, Starling","Arano, Victor",-0.0002377609679707869,False,WSH
245,349,"Hernandez, Cesar","Ynoa, Huascar",0.013265263451012154,True,ATL
246,350,"Thomas, Lane","Ynoa, Huascar",0.09655121650116512,True,ATL
247,351,"Hernández, Yadiel","Ynoa, Huascar",-0.03549317407033008,True,ATL
248,352,"Franco, Maikel","Ynoa, Huascar",0.20198663935467423,True,ATL
249,355,"Cruz, Nelson","Ynoa, Huascar",0.01633688238271076,True,ATL
250,357,"Escobar, Alcides","Ynoa, Huascar",-0.0282406346967632,True,ATL
251,358,"Bell, Josh","Ynoa, Huascar",0.027553841929223916,True,ATL
252,361,"Gurriel, Lourdes","King, Mike",0.2508944258006386,False,NYY
253,362,"Hernandez, Teoscar","King, Mike",0.16810500015261867,False,NYY
254,364,"Martinez, J. D.","King, Mike",-0.0721175381882659,False,NYY
255,365,"Bogaerts, Xander","King, Mike",0.0041236915988203575,False,NYY
256,366,"Springer, George","King, Mike",0.056390851841046,False,NYY
257,368,"Guerrero, Vladimir","King, Mike",0.017639032223420666,False,NYY
258,369,"Kirk, Alejandro","King, Mike",-0.019339034463106454,False,NYY
259,370,"Espinal, Santiago","King, Mike",0.09078019663352156,False,NYY
260,371,"Collins, Zack","King, Mike",-0.05853415167221193,False,NYY
261,372,"Chapman, Matt","King, Mike",-0.014126832898344438,False,NYY
262,373,"Dalbec, Bobby","King, Mike",-0.00824982580558258,False,NYY
263,374,"Donaldson, Josh","Cimber, Adam",0.0006733446390001232,False,TOR
264,376,"García, Adolis","Cimber, Adam",0.4135922350303231,False,TOR
265,378,"Garver, Mitch","Cimber, Adam",-0.055349837078527586,False,TOR
266,380,"Calhoun, Kole","Cimber, Adam",-0.031437918871684484,False,TOR
267,382,"Lowe, Nathaniel","Cimber, Adam",-0.10813035608394099,False,TOR
268,384,"Stanton, Giancarlo","Cimber, Adam",0.07503439843067317,False,TOR
269,386,"LeMahieu, DJ","Cimber, Adam",0.16189502313446047,False,TOR
270,388,"LeMahieu, DJ","Manoah, Alek",-0.0070001628361256955,True,TOR
271,389,"Stanton, Giancarlo","Manoah, Alek",0.023480890230165155,True,TOR
272,390,"Gallo, Joey","Manoah, Alek",0.03269731201517647,True,TOR
273,391,"Judge, Aaron","Manoah, Alek",-0.033286720397027666,True,TOR
274,392,"Gonzalez, Marwin","Manoah, Alek",-0.004190078274277283,True,TOR
275,393,"Hicks, Aaron","Manoah, Alek",-0.020315095938870598,True,TOR
276,394,"Higashioka, Kyle","Manoah, Alek",-0.05983503127727226,True,TOR
277,396,"Rizzo, Anthony","Manoah, Alek",0.06051598704092362,True,TOR
278,398,"Torres, Gleyber","Manoah, Alek",0.021894551074167008,True,TOR
279,400,"Springer, George","Taillon, Jameson",0.1849052784605766,True,NYY
280,401,"Gurriel, Lourdes","Taillon, Jameson",0.057153758913363606,True,NYY
281,402,"Guerrero, Vladimir","Taillon, Jameson",-0.13621392604093338,True,NYY
282,403,"Bichette, Bo","Taillon, Jameson",-0.0008356770727316177,True,NYY
283,404,"Espinal, Santiago","Taillon, Jameson",0.18490741054909252,True,NYY
284,405,"Kirk, Alejandro","Taillon, Jameson",-0.19754067884823878,True,NYY
285,409,"Hernandez, Teoscar","Taillon, Jameson",0.37851191097079495,True,NYY
286,414,"Sanchez, Jesus","Iglesias, Raisel",0.09467336843960064,False,LAA
287,415,"Rojas, Miguel","Iglesias, Raisel",-0.03744892596524531,False,LAA
288,416,"Álvarez, Yordan","Iglesias, Raisel",-0.026118728928768816,False,LAA
289,417,"Bregman, Alex","Iglesias, Raisel",-0.02582264838778704,False,LAA
290,418,"Soler, Jorge","Iglesias, Raisel",-0.06627369551346837,False,LAA
291,419,"Cooper, Garrett","Iglesias, Raisel",0.011547974977080794,False,LAA
292,422,"Duffy, Matt","Armstrong, Shawn",-0.03611829133564601,False,MIA
293,423,"Wade, Tyler","Armstrong, Shawn",-0.041800743924873054,False,MIA
294,424,"Adell, Jo","Armstrong, Shawn",0.2751695605943717,False,MIA
295,425,"Rojas, Jose","Armstrong, Shawn",0.08414372206834313,False,MIA
296,426,"Marsh, Brandon","Armstrong, Shawn",0.0922519029806992,False,MIA
297,427,"Rojas, Miguel","Lorenzen, Michael",-0.010056018048088467,False,LAA
298,429,"Cooper, Garrett","Lorenzen, Michael",-0.011508924963385736,False,LAA
299,431,"Aguilar, Jesus","Lorenzen, Michael",-0.05234404504209783,False,LAA
300,432,"Chisholm, Jazz","Lorenzen, Michael",-0.06225808973260371,False,LAA
301,434,"Stallings, Jacob","Lorenzen, Michael",-0.0162448349607504,False,LAA
302,435,"Sanchez, Jesus","Lorenzen, Michael",0.20151624968850007,False,LAA
303,437,"Wendle, Joey","Lorenzen, Michael",-0.012662228442593527,False,LAA
304,440,"Machado, Manny","Davies, Zach",-0.006972505260156356,True,ARI
305,442,"Nola, Austin","Davies, Zach",-0.01668238601920232,True,ARI
306,444,"Voit, Luke","Davies, Zach",0.08842442888099303,True,ARI
307,448,"Myers, Wil","Davies, Zach",-0.04421204160542694,True,ARI
308,452,"Cronenworth, Jake","Davies, Zach",0.03627488559865264,True,ARI
309,454,"Beaty, Matt","Davies, Zach",0.007136011117103255,True,ARI
310,456,"Hosmer, Eric","Davies, Zach",-0.007205524727498818,True,ARI
311,458,"Grisham, Trent","Davies, Zach",-0.012344196589064568,True,ARI
312,460,,"Davies, Zach",-0.0827026162723282,True,ARI
313,472,"Madrigal, Nick","Gott, Trevor",0.21957631694096566,False,MIL
314,473,"Ortega, Rafael","Urena, Jose",-0.07686534106255515,False,MIL
315,475,"Hoerner, Nico","Urena, Jose",-0.12563584841729286,False,MIL
316,477,"Wisdom, Patrick","Urena, Jose",0.11978288364566567,False,MIL
317,479,"Madrigal, Nick","Woodruff, Brandon",0.08904077953611166,True,MIL
318,481,"Hoerner, Nico","Woodruff, Brandon",0.02362916936585319,True,MIL
319,482,"Heyward, Jason","Woodruff, Brandon",-0.038339041288097564,True,MIL
320,483,,"Woodruff, Brandon",0.29713433864060357,True,MIL
321,484,"Schwindel, Frank","Woodruff, Brandon",-0.01888074650493351,True,MIL
322,486,"Happ, Ian","Woodruff, Brandon",0.06857156506503313,True,MIL
323,487,"Contreras, Willson","Woodruff, Brandon",0.10101992700955319,True,MIL
324,488,"Wisdom, Patrick","Woodruff, Brandon",-0.0181177136128275,True,MIL
325,491,"Ortega, Rafael","Woodruff, Brandon",-0.00760741626566246,True,MIL
326,493,"Rios, Edwin","Marquez, German",-0.031443397052176025,True,COL
327,494,"Bellinger, Cody","Marquez, German",-0.05816513550304029,True,COL
328,495,"Muncy, Max","Marquez, German",0.00046321164058894945,True,COL
329,496,"Turner, Trea","Marquez, German",-0.02807033179212424,True,COL
330,497,"Freeman, Freddie","Marquez, German",0.006654555685101669,True,COL
331,498,"Lux, Gavin","Marquez, German",0.03572603689763755,True,COL
332,500,"Betts, Mookie","Marquez, German",0.033187043567412755,True,COL
333,503,"Turner, Justin","Marquez, German",-0.010627928689810953,True,COL
334,506,"Barnes, Austin","Marquez, German",0.2778196079578312,True,COL
335,512,"Robert, Luis","Mize, Casey",0.08315465080671687,True,DET
336,513,"Sheets, Gavin","Mize, Casey",-0.027598849062882683,True,DET
337,515,"Grandal, Yasmani","Mize, Casey",0.6432715124650941,True,DET
338,516,"Harrison, Josh","Mize, Casey",0.7553904484541234,True,DET
339,517,"Garcia, Leury","Mize, Casey",-0.10408705136341483,True,DET
340,518,"Jimenez, Eloy","Mize, Casey",-0.01694857184248938,True,DET
341,519,"Abreu, José","Mize, Casey",-0.07029839353019986,True,DET
342,520,"Pollock, AJ","Mize, Casey",0.12750184480723672,True,DET
343,521,"Burger, Jake","Mize, Casey",0.03961545520224188,True,DET
344,530,"Bichette, Bo","Dunning, Dane",0.09142907307037776,True,TEX
345,531,"Hernandez, Teoscar","Dunning, Dane",0.017443214848588948,True,TEX
346,532,"Gurriel, Lourdes","Dunning, Dane",-0.0659615191600469,True,TEX
347,533,"Tapia, Raimel","Dunning, Dane",-0.11846427815541949,True,TEX
348,534,"Kirk, Alejandro","Dunning, Dane",0.1767982976928161,True,TEX
349,535,"Guerrero, Vladimir","Dunning, Dane",0.07888759402672842,True,TEX
350,536,"Springer, George","Dunning, Dane",-0.038768516156246845,True,TEX
351,546,"Kirilloff, Alex","Castillo, Diego",0.014533211508958348,False,SEA
352,548,"Jimenez, Eloy","Castillo, Diego",-0.14007034726231726,False,SEA
353,550,"Grandal, Yasmani","Castillo, Diego",-0.1676479339124534,False,SEA
